PROLIFIC_PID,Answer.text,AwareResponse,recoded,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,AwareQuestion,AwareAnswer
60fd2c970b374eaafdee2566,y,y,y,space,6.4143,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60fd2c970b374eaafdee2566,red,red,e,space,3.9509,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60fd2c970b374eaafdee2566,y,y,y,space,3.4967,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd2c970b374eaafdee2566,u,u,u,space,13.7706,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60fd2c970b374eaafdee2566,y,y,y,space,4.6138,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd2c970b374eaafdee2566,e,e,e,space,2.0972,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60fd2c970b374eaafdee2566,n,n,n,space,3.6309,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fd2c970b374eaafdee2566,u,u,u,space,5.0977,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60fcf0f1b004a1a43dc3a7af,y,y,y,space,29.9882,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fcf0f1b004a1a43dc3a7af,fair,fair,fair,space,4.9222,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60fcf0f1b004a1a43dc3a7af,y,y,y,space,15.3683,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fcf0f1b004a1a43dc3a7af,warm,warm,warm,space,2.1455,0,3,3,3,1,What do you think the word was? Type your answer,warm
60fcf0f1b004a1a43dc3a7af,y,y,y,space,5.7942,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60fcf0f1b004a1a43dc3a7af,red,red,e,space,1.9267,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60fcf0f1b004a1a43dc3a7af,y,y,y,space,2.9118,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fcf0f1b004a1a43dc3a7af,green,green,u,space,2.2807,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60fcf0f1b004a1a43dc3a7af,y,y,y,space,12.4133,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fcf0f1b004a1a43dc3a7af,red,red,e,space,2.3667,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60fcf0f1b004a1a43dc3a7af,k,k,k,space,2.8495,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fcf0f1b004a1a43dc3a7af,k,k,k,space,7.7153,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60fcec6fe01f1f9fee1ae9d3,n,n,n,space,17.5322,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fcec6fe01f1f9fee1ae9d3,NA,NA,NA,space,19.0462,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60fcec6fe01f1f9fee1ae9d3,n,n,n,space,15.2611,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fcec6fe01f1f9fee1ae9d3,NA,NA,NA,space,1.1159,0,3,3,3,1,What do you think the word was? Type your answer,warm
60fcec6fe01f1f9fee1ae9d3,y,y,y,space,5.0974,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60fcec6fe01f1f9fee1ae9d3,red,red,e,space,3.1243,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60fcec6fe01f1f9fee1ae9d3,y,y,y,space,3.0973,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fcec6fe01f1f9fee1ae9d3,green,green,u,space,5.7589,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60fcec6fe01f1f9fee1ae9d3,n,n,n,space,2.8114,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fcec6fe01f1f9fee1ae9d3,NA,NA,NA,space,2.7905,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60fcec6fe01f1f9fee1ae9d3,n,n,n,space,2.8596,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60fcec6fe01f1f9fee1ae9d3,NA,NA,NA,space,0.862,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
